;;;;;;;;;Eigenschappen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ref#;Gebouw;Etage;Vastgoednr;Kamernr;Ruimtenaam;Beschrijving (oud, vervalt);Soort studieplek;Zone;Type Studieplek;Totaal aantal studieplekken;Aantal tafels;Aantal stoelen per tafel;Verstelbare stoel;Vaste stoel;Overige zitplek;Waarvan te gebruiken als individuele studieplek;Beschikbaarheid voor zelfstudie;Mate van stilte;Reserveerbaar voor zelfstudie;Daglicht;Stroompunt;Ethernet;Vaste PC;Aantal vaste PC;Overige faciliteiten;Whiteboard;Smartboard;Presentatiescherm;Afstand tot coffeecorner/ automaat;Afstand tot printer;Afstand tot toilet;Toegewezen aan project/groep;Opmerkingen;;;tbv selecteren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X;8 - Bouwkunde;2e verdieping;300;02.Oost.300;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;114;11;10;100;8;6;84;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;Tv;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;400;02.Oost.400;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;148;15;10;140;8;0;124;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;470;02.Oost.470;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;40;4;10;30;10;0;28;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;500;02.Oost.500;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;114;11;10;110;0;4;102;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;600;02.Oost.600;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;60;6;10;60;0;0;48;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;Tv;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;700;02.Oost.700;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;140;14;10;140;8;0;124;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;010;02.West.010;STUDIERUIMTE;digitale werkplek;onderwijsruimte;;B;24;3;8;24;0;0;24;2;rustig;nee;ja;ja (>/= 1 pp);ja;ja;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: alleen beschikbaar voor Building Technology;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;010;02.West.010;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;80;8;10;80;0;0;48;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;100;02.West.100;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;130;16;10;130;14;0;90;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
x;8 - Bouwkunde;2e verdieping;200;02.West.200;STUDIERUIMTE;aanlandplek;onderwijsruimte;;B;150;15;10;150;8;0;106;2;rustig;nee;ja;ja (>/= 1 pp);ja;nee;;;nee;nee;nee;0-25m;0-25m;0-25m;ja;FSR: niet beschikbaar als studieplek voor anderen;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
